ID,Ingredients,Cocktail Name
1766,Gin + Vodka + Blueberry Juice + Pineapple Juice + Grenadine + Blue Curacao + Coca-Cola,Jungle Haven
1767,Rum + Blueberry Juice + Pineapple Juice + Grenadine + Coca-Cola + Jamnica + Lemonade,Epic Smoky Aura
1768,Gin + Pineapple Juice + Grenadine + Jamnica + Lemonade,Raging Splash
1769,Gin + Rum + Orange Juice + Pineapple Juice + Coca-Cola + Jamnica + Lemonade,Neon Secret Monsoon
1770,Vodka + Rum + Orange Juice + Blueberry Juice + Blue Curacao,Wild Jungle Aura
1771,Vodka + Orange Juice + Blue Curacao + Coca-Cola + Jamnica,Saffron Echo
1772,Gin + Vodka + Cranberry Juice + Pineapple Juice + Grenadine + Jamnica,Rogue Horizon
1773,Gin + Vodka + Orange Juice + Cranberry Juice + Jamnica,Bello Río
1774,Vodka + Rum + Blueberry Juice + Blue Curacao + Coca-Cola,Pure Haunted Monsoon
1775,Gin + Vodka + Pineapple Juice + Grenadine + Jamnica,Neon Secret Haven
1776,Gin + Vodka + Cranberry Juice + Pineapple Juice + Grenadine + Lemonade,Royal Caribbean Glow
1777,Gin + Rum + Cranberry Juice + Pineapple Juice,House Baratheon
1778,Gin + Rum + Blueberry Juice + Pineapple Juice + Blue Curacao + Coca-Cola + Lemonade,Grand Smoky Breeze
1779,Vodka + Rum + Orange Juice + Pineapple Juice + Grenadine + Coca-Cola + Jamnica,Dark Caribbean Paradise
1780,Gin + Rum + Pineapple Juice + Grenadine + Coca-Cola + Jamnica,Super Jungle Paradise
1781,Vodka + Rum + Cranberry Juice + Pineapple Juice + Coca-Cola,Super Coastal Enigma
1782,Vodka + Rum + Blueberry Juice + Jamnica + Lemonade,Flix Blizzard
1783,Vodka + Rum + Cranberry Juice + Blueberry Juice + Grenadine + Jamnica,Amber Spark
1784,Vodka + Rum + Blueberry Juice + Blue Curacao + Jamnica,Imperial Spark
1785,Vodka + Pineapple Juice + Grenadine + Coca-Cola,Supremo Madrid
1786,Gin + Rum + Cranberry Juice + Pineapple Juice + Coca-Cola + Jamnica,Vesper Surge
1787,Gin + Rum + Orange Juice + Cranberry Juice + Blue Curacao + Coca-Cola,Blazing Paradise
1788,Rum + Orange Juice + Cranberry Juice + Grenadine + Blue Curacao + Coca-Cola + Jamnica,Neon Tropical Monsoon
1789,Rum + Orange Juice + Grenadine + Blue Curacao + Coca-Cola + Jamnica + Lemonade,Epic Rogue Lagoon
1790,Rum + Cranberry Juice + Blueberry Juice + Grenadine + Blue Curacao + Lemonade,Grand Savage Spell
1791,Gin + Rum + Blueberry Juice + Pineapple Juice + Grenadine + Jamnica + Lemonade,Royal Summer Shadow
1792,Gin + Rum + Cranberry Juice + Blueberry Juice + Jamnica,Wild Spell
1793,Gin + Rum + Cranberry Juice + Grenadine + Blue Curacao + Coca-Cola + Jamnica,Grand Saffron Glow
1794,Vodka + Rum + Orange Juice + Cranberry Juice + Grenadine + Coca-Cola,Dark Caribbean Tempest
1795,Gin + Vodka + Cranberry Juice + Grenadine + Blue Curacao + Lemonade,Epic Jungle Oasis
1796,Vodka + Cranberry Juice + Blueberry Juice + Grenadine + Jamnica + Lemonade,Solar Spell
1797,Gin + Cranberry Juice + Blueberry Juice + Jamnica,Noche Negra
1798,Gin + Cranberry Juice + Pineapple Juice + Grenadine + Jamnica,Grand Jungle Noir
1799,Vodka + Rum + Orange Juice + Grenadine + Blue Curacao + Lemonade,Lunar Tempest
1800,Vodka + Coca-Cola + Jamnica,Samwell Tarly
1801,Rum + Cranberry Juice + Blue Curacao,White Harbor
1802,Rum + Orange Juice + Grenadine + Blue Curacao + Jamnica,Zagreb Lagoon
1803,Rum + Cranberry Juice + Grenadine + Blue Curacao + Jamnica,Coastal Flame
1804,Vodka + Rum + Coca-Cola + Jamnica + Lemonade,Pure Secret Horizon
1805,Vodka + Rum + Orange Juice + Coca-Cola + Lemonade,Tropical Spark
1806,Gin + Vodka + Cranberry Juice + Grenadine + Blue Curacao + Jamnica + Lemonade,Secret Crush
1807,Gin + Vodka + Cranberry Juice + Pineapple Juice + Blue Curacao + Jamnica,Grand Jungle Horizon
1808,Rum + Blueberry Juice + Pineapple Juice + Lemonade,Brillante Pirata
1809,Vodka + Rum + Blueberry Juice + Pineapple Juice + Grenadine + Lemonade,Epic Saffron Eclipse
1810,Rum + Orange Juice + Grenadine,Vermithor
1811,Gin + Vodka + Cranberry Juice + Blueberry Juice + Blue Curacao,Fuerte Oasis
1812,Vodka + Rum + Cranberry Juice + Blue Curacao + Jamnica,Shadow Tempest
1813,Gin + Rum + Orange Juice + Blueberry Juice + Lemonade,Grand Mystic Horizon
1814,Gin + Vodka + Cranberry Juice + Blue Curacao,Brisa Marina
1815,Gin + Vodka + Orange Juice + Blue Curacao + Lemonade,Fuerte Río
1816,Rum + Pineapple Juice + Blue Curacao + Jamnica + Lemonade,Wild Velvet Shadow
1817,Rum + Pineapple Juice + Grenadine + Blue Curacao + Jamnica + Lemonade,Wild Savage Eclipse
1818,Rum + Grenadine + Jamnica + Lemonade,Bello Tranquillo
1819,Vodka + Coca-Cola + Lemonade,Starfall Keep
1820,Rum + Pineapple Juice + Grenadine + Blue Curacao + Coca-Cola + Jamnica + Lemonade,Smoky Haven
1821,Rum + Pineapple Juice + Grenadine + Blue Curacao + Coca-Cola,Haunted Paradise
1822,Rum + Orange Juice + Blueberry Juice + Blue Curacao + Coca-Cola + Lemonade,Haunted Whisper
1823,Rum + Orange Juice + Pineapple Juice + Grenadine + Jamnica + Lemonade,Dark Velvet Shadow
1824,Vodka + Orange Juice + Cranberry Juice + Lemonade,Loco Ritmo
1825,Vodka + Rum + Orange Juice + Pineapple Juice + Blue Curacao + Coca-Cola + Lemonade,Dark Savage Paradise
1826,Vodka + Rum + Cranberry Juice + Pineapple Juice + Blue Curacao + Coca-Cola,Pure Oceanic Tempest
1827,Gin + Rum + Cranberry Juice + Blueberry Juice + Coca-Cola + Lemonade,Wild Tiki Oasis
1828,Gin + Rum + Cranberry Juice + Blueberry Juice + Jamnica + Lemonade,Grand Tiki Noir
1829,Vodka + Grenadine + Blue Curacao + Jamnica,Salvaje Viento
1830,Vodka + Cranberry Juice + Pineapple Juice + Blue Curacao,Clásico Cielo
1831,Rum + Orange Juice + Blueberry Juice + Grenadine + Lemonade,Dark Savage Glow
1832,Vodka + Rum + Pineapple Juice + Lemonade,Loco Luna
1833,Gin + Vodka + Cranberry Juice + Blueberry Juice + Coca-Cola + Jamnica,Pacific Riddle
1834,Rum + Blueberry Juice + Pineapple Juice + Blue Curacao + Jamnica + Lemonade,Alpine Paradise
1835,Vodka + Cranberry Juice + Jamnica + Lemonade,Supremo Tranquillo
1836,Vodka + Orange Juice + Cranberry Juice + Grenadine + Blue Curacao + Coca-Cola,Grand Vesper Glow
1837,Gin + Cranberry Juice + Blueberry Juice + Blue Curacao + Coca-Cola + Lemonade,Solar Riddle
1838,Gin + Rum + Orange Juice + Cranberry Juice + Blue Curacao + Coca-Cola + Lemonade,Shadow Echo
1839,Gin + Orange Juice + Pineapple Juice + Grenadine + Blue Curacao + Coca-Cola + Lemonade,Pure Pirate Surge
1840,Gin + Vodka + Cranberry Juice + Grenadine + Coca-Cola,Suave Cielo
1841,Vodka + Rum + Cranberry Juice + Grenadine + Blue Curacao + Jamnica,Royal Saffron Spell
1842,Gin + Cranberry Juice + Pineapple Juice,Lyanna Mormont
1843,Gin + Vodka + Orange Juice + Pineapple Juice + Grenadine + Lemonade,Royal Obsidian Glow
1844,Vodka + Rum + Cranberry Juice + Blueberry Juice + Lemonade,Epic Smoky Surge
1845,Vodka + Orange Juice + Blueberry Juice + Coca-Cola + Jamnica,Ethereal Splash
1846,Gin + Orange Juice + Cranberry Juice + Coca-Cola,Viper
1847,Gin + Vodka + Cranberry Juice + Blueberry Juice + Grenadine + Blue Curacao,Secret Monsoon
1848,Gin + Vodka + Orange Juice + Pineapple Juice + Grenadine + Coca-Cola,Mystic Aura
1849,Rum + Cranberry Juice + Pineapple Juice + Grenadine + Coca-Cola,Neon Flame
1850,Vodka + Rum + Cranberry Juice + Coca-Cola,Santo Jaguar
1851,Gin + Rum + Pineapple Juice + Grenadine + Lemonade,Mystic Chill
1852,Gin + Blueberry Juice + Pineapple Juice + Grenadine + Coca-Cola + Jamnica + Lemonade,Neon Velvet Tempest
1853,Rum + Orange Juice + Blueberry Juice + Coca-Cola + Jamnica + Lemonade,Epic Haunted Noir
1854,Gin + Rum + Pineapple Juice + Blue Curacao + Coca-Cola + Lemonade,Epic Coastal Splash
1855,Gin + Vodka + Orange Juice + Blueberry Juice + Blue Curacao + Jamnica + Lemonade,Royal Midnight Noir
1856,Rum + Cranberry Juice + Blueberry Juice + Grenadine + Blue Curacao + Jamnica + Lemonade,Dark Rogue Breeze
1857,Gin + Vodka + Orange Juice + Cranberry Juice + Lemonade,Bello Viento
1858,Vodka + Orange Juice + Cranberry Juice + Coca-Cola + Lemonade,Super Vesper Eclipse
1859,Vodka + Rum + Cranberry Juice + Pineapple Juice + Jamnica,Velvet Monsoon
1860,Vodka + Orange Juice + Blueberry Juice + Lemonade,Puro Fuego
1861,Gin + Vodka + Orange Juice + Pineapple Juice + Grenadine + Coca-Cola + Lemonade,Grand Vesper Tempest
1862,Vodka + Rum + Cranberry Juice + Blueberry Juice + Grenadine + Lemonade,Rogue Blizzard
1863,Rum + Cranberry Juice + Blue Curacao + Coca-Cola + Jamnica,Island Tide
1864,Gin + Vodka + Grenadine + Blue Curacao + Coca-Cola + Jamnica,Royal Rogue Eclipse
1865,Vodka + Rum + Blueberry Juice + Grenadine + Blue Curacao + Coca-Cola + Lemonade,Gothic Blast
1866,Gin + Rum + Orange Juice + Cranberry Juice + Grenadine + Lemonade,Frostfire Mirage
1867,Gin + Rum + Orange Juice + Cranberry Juice + Blue Curacao,Velvet Echo
1868,Rum + Blueberry Juice + Pineapple Juice + Grenadine + Blue Curacao + Jamnica + Lemonade,Saffron Whisper
1869,Vodka + Pineapple Juice + Jamnica,Styr Magnar
1870,Vodka + Cranberry Juice + Blueberry Juice + Grenadine + Blue Curacao + Coca-Cola + Jamnica,Vintage Whisper
1871,Rum + Pineapple Juice + Grenadine + Coca-Cola,Imperial Cielo
1872,Gin + Rum + Pineapple Juice + Blue Curacao + Jamnica + Lemonade,Dark Pirate Bliss
1873,Gin + Vodka + Orange Juice + Blueberry Juice + Grenadine + Blue Curacao + Lemonade,Super Smoky Bliss
1874,Vodka + Orange Juice + Grenadine + Coca-Cola + Lemonade,Dark Tiki Splash
1875,Gin + Rum + Blueberry Juice + Pineapple Juice + Blue Curacao + Jamnica,Starlight Chill
1876,Gin + Rum + Blueberry Juice + Grenadine + Blue Curacao + Jamnica,Super Vesper Shadow
1877,Gin + Rum + Orange Juice + Pineapple Juice + Grenadine + Blue Curacao + Coca-Cola,Epic Vesper Whisper
1878,Vodka + Cranberry Juice + Coca-Cola,Daenerys Targaryen
1879,Gin + Pineapple Juice + Grenadine + Coca-Cola + Jamnica + Lemonade,Stormy Tide
1880,Gin + Vodka + Orange Juice + Grenadine + Coca-Cola + Jamnica,Tiki Lagoon
1881,Gin + Orange Juice + Pineapple Juice + Blue Curacao + Coca-Cola + Jamnica + Lemonade,Imperial Flame
1882,Gin + Grenadine + Coca-Cola,Jeor Mormont
1883,Vodka + Rum + Blueberry Juice + Pineapple Juice + Blue Curacao + Jamnica + Lemonade,Super Smoky Noir
1884,Gin + Rum + Orange Juice + Blue Curacao,Rhaegal
1885,Rum + Orange Juice + Cranberry Juice + Blue Curacao + Coca-Cola + Lemonade,Epic Jungle Monsoon
1886,Gin + Rum + Orange Juice + Jamnica,Dothraki Sea
1887,Gin + Blueberry Juice + Pineapple Juice + Blue Curacao + Jamnica + Lemonade,Pirate Cascade
1888,Vodka + Rum + Cranberry Juice + Grenadine + Blue Curacao + Coca-Cola + Lemonade,Wild Tropical Breeze
1889,Rum + Orange Juice + Pineapple Juice + Grenadine + Blue Curacao + Coca-Cola,Pure Tropical Bliss
1890,Gin + Rum + Orange Juice + Blueberry Juice + Coca-Cola,Mystic Flame
1891,Rum + Cranberry Juice + Blueberry Juice + Jamnica,Oscuro Río
1892,Gin + Vodka + Pineapple Juice + Blue Curacao + Jamnica + Lemonade,Wild Tiki Shadow
1893,Vodka + Rum + Blueberry Juice + Pineapple Juice + Blue Curacao + Coca-Cola + Jamnica,Wild Velvet Whisper
1894,Vodka + Rum + Pineapple Juice + Jamnica,Loco Fuego
1895,Gin + Rum + Cranberry Juice + Pineapple Juice + Grenadine + Coca-Cola + Jamnica,Exotic Breeze
1896,Gin + Pineapple Juice + Grenadine + Blue Curacao + Coca-Cola + Jamnica + Lemonade,Neon Jungle Whisper
1897,Gin + Rum + Cranberry Juice + Coca-Cola + Jamnica,Crimson Symphony
1898,Gin + Rum + Pineapple Juice + Blue Curacao + Coca-Cola + Jamnica + Lemonade,Epic Pirate Spell
1899,Gin + Rum + Blueberry Juice + Blue Curacao,The Citadel
1900,Gin + Orange Juice + Pineapple Juice + Blue Curacao + Coca-Cola + Lemonade,Super Coastal Haven
1901,Vodka + Rum + Orange Juice + Pineapple Juice + Blue Curacao + Lemonade,Blazing Tempest
1902,Vodka + Pineapple Juice + Blue Curacao + Coca-Cola,Salvaje Luna
1903,Gin + Cranberry Juice + Blue Curacao + Coca-Cola,Lobo Blanco
1904,Gin + Rum + Orange Juice + Blueberry Juice + Jamnica + Lemonade,Lunar Noir
1905,Rum + Pineapple Juice + Blue Curacao + Coca-Cola + Lemonade,Neon Savage Whisper
1906,Gin + Orange Juice + Blueberry Juice + Blue Curacao + Coca-Cola,Epic Vesper Noir
1907,Gin + Vodka + Orange Juice + Pineapple Juice + Grenadine + Coca-Cola + Jamnica,Rogue Paradise
1908,Vodka + Rum + Orange Juice + Grenadine + Lemonade,Urban Surge
